gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
male,18,group B,'associate''s degree',single,regularly,standard,3,Non-Public,none,No,3,Night,Bad,Moderate,No,Moderate,No,Moderate,High,No,No,Moderate,8,Yes,High,4,Low,Yes,No,sometimes,Law,Standard,Suburban,High,Law,High,Moderate,58,FAIL
female,22,group C,high school,single,sometimes,standard,4,Non-Public,none,Moderate,4,Anytime,Fabulous,Moderate,Yes,Moderate,Moderate,High,High,Moderate,Yes,Moderate,2,Yes,High,6,Moderate,No,Yes,never,Law,Standard,Suburban,Moderate,Moderate,High,Moderate,79,PASS
female,20,group B,'bachelor''s degree',single,regularly,free/reduced,4,Non-Public,completed,Moderate,2,Night,Fabulous,No,Yes,Moderate,Moderate,High,High,Moderate,Yes,High,5,No,Moderate,5,Low,Yes,Yes,sometimes,High,Standard,Suburban,Law,High,High,High,47,FAIL
female,18,group C,some high school,married,sometimes,free/reduced,4,Non-Public,none,No,5,Anytime,Bad,Moderate,Yes,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,Moderate,2,Yes,No,4,Moderate,Yes,No,never,Law,Standard,Suburban,High,Moderate,High,Moderate,66,PASS
female,23,group C,some high school,married,never,free/reduced,4,Non-Public,none,Moderate,2,Anytime,Bad,Moderate,No,High,Moderate,Moderate,Moderate,Moderate,Yes,High,6,No,Moderate,7,Moderate,Yes,No,regulary,Law,Standard,Suburban,High,Law,Law,High,55,FAIL
female,18,group B,'master''s degree',married,regularly,standard,3,Non-Public,completed,No,2,Anytime,Bad,Moderate,Yes,No,Moderate,High,Moderate,Moderate,Yes,High,0,Yes,No,6,Moderate,Yes,Yes,sometimes,Law,Standard,Suburban,High,Law,Moderate,Moderate,64,PASS
male,23,group E,'bachelor''s degree',married,sometimes,standard,2,Non-Public,completed,Moderate,2,Anytime,Fabulous,High,Yes,High,Moderate,Moderate,No,High,Yes,Moderate,2,Yes,High,5,Moderate,No,Yes,sometimes,Law,Standard,Suburban,Moderate,Moderate,High,Moderate,87,PASS
male,22,group C,some high school,single,never,standard,3,Non-Public,completed,Moderate,4,Anytime,Bad,Moderate,Yes,High,Moderate,High,High,Moderate,Yes,High,2,Yes,No,4,Moderate,Yes,Yes,sometimes,High,Standard,Suburban,Moderate,Law,Law,Moderate,74,PASS
female,18,group B,'master''s degree',married,never,standard,2,Non-Public,none,Moderate,5,Anytime,Bad,Moderate,No,Moderate,No,High,No,High,No,Moderate,6,No,Moderate,5,Moderate,Yes,Yes,never,High,Standard,Suburban,Law,Moderate,Moderate,Law,76,PASS
male,23,group C,'bachelor''s degree',single,regularly,standard,3,Non-Public,completed,Moderate,2,Morning,Bad,High,Yes,High,Moderate,High,No,High,Yes,Moderate,2,No,Moderate,5,High,Yes,Yes,sometimes,High,Standard,Suburban,Law,Moderate,High,Moderate,63,PASS
male,21,group C,'master''s degree',divorced,sometimes,free/reduced,3,Non-Public,none,Moderate,3,Anytime,Bad,No,No,No,Moderate,Moderate,High,Moderate,Yes,High,3,No,No,7,Low,Yes,No,never,Law,Standard,Suburban,Moderate,High,High,High,42,FAIL
male,22,group C,'master''s degree',married,never,free/reduced,4,Non-Public,none,Moderate,4,Anytime,Fabulous,Moderate,Yes,Moderate,High,Moderate,High,High,Yes,Moderate,6,Yes,Moderate,7,Low,Yes,Yes,sometimes,Law,Standard,Suburban,High,Moderate,Moderate,Law,72,PASS
female,23,group E,some college,married,sometimes,free/reduced,1,Non-Public,none,Moderate,5,Anytime,Fabulous,Moderate,Yes,No,Moderate,Moderate,No,Moderate,Yes,High,4,No,High,7,Low,No,Yes,regulary,Law,Standard,Suburban,Moderate,High,Moderate,Moderate,72,PASS
female,24,group C,some college,single,regularly,standard,4,Non-Public,none,Moderate,2,Morning,Bad,Moderate,No,No,Moderate,Moderate,No,High,Yes,High,3,No,No,7,Moderate,Yes,Yes,regulary,High,Standard,Suburban,Law,Law,Moderate,High,70,PASS
male,20,group C,some high school,married,sometimes,standard,4,Non-Public,completed,Moderate,2,Anytime,Good,No,Yes,High,No,Moderate,No,Moderate,Yes,High,4,Yes,Moderate,7,Moderate,Yes,Yes,never,Law,Standard,Suburban,Law,Moderate,Law,High,69,PASS
male,21,group E,high school,single,regularly,free/reduced,3,Non-Public,none,Moderate,4,Anytime,Bad,High,No,Moderate,No,Moderate,No,High,Yes,Moderate,8,No,Moderate,4,Moderate,Yes,No,never,Law,Experimental,Suburban,Moderate,Law,High,Moderate,48,FAIL
male,19,group B,some high school,single,never,free/reduced,2,Non-Public,completed,Moderate,5,Night,Fabulous,No,No,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,Moderate,3,Yes,Moderate,4,Low,No,Yes,regulary,High,Experimental,Suburban,Moderate,Moderate,High,Moderate,79,PASS
male,20,group B,some high school,married,never,standard,2,Non-Public,none,No,3,Anytime,Fabulous,Moderate,No,Moderate,No,No,Moderate,High,No,Moderate,7,No,Moderate,5,Low,No,Yes,sometimes,Law,Experimental,Suburban,Moderate,High,Law,Law,34,FAIL
male,18,group C,some high school,married,regularly,standard,3,Non-Public,none,Moderate,2,Anytime,Bad,No,No,No,No,No,Moderate,High,Yes,Moderate,2,Yes,No,5,Moderate,No,No,never,Law,Experimental,Suburban,Law,High,High,Moderate,51,FAIL
female,19,group D,some college,single,never,standard,3,Non-Public,completed,No,3,Anytime,Fabulous,High,Yes,No,High,No,Moderate,High,Yes,High,5,Yes,Moderate,5,Moderate,Yes,Yes,regulary,Law,Experimental,Suburban,High,Law,Moderate,Law,90,PASS
male,23,group E,some college,married,regularly,standard,4,Non-Public,none,Moderate,2,Night,Fabulous,High,Yes,High,No,Moderate,No,Moderate,Yes,High,1,No,No,6,Moderate,Yes,Yes,never,High,Experimental,Suburban,Law,Law,Moderate,High,78,PASS
male,20,group D,'master''s degree',single,sometimes,standard,2,Non-Public,none,No,2,Night,Fabulous,No,Yes,No,No,No,High,High,Yes,Moderate,5,Yes,No,6,Low,Yes,Yes,sometimes,High,Experimental,Suburban,High,High,High,Law,80,PASS
male,22,group E,some high school,single,regularly,standard,3,Non-Public,completed,Moderate,4,Morning,Bad,High,Yes,Moderate,Moderate,Moderate,No,Moderate,Yes,High,8,Yes,No,5,Moderate,No,Yes,never,Law,Experimental,Suburban,Moderate,Law,Law,Moderate,84,PASS
male,20,group D,some college,married,regularly,free/reduced,3,Non-Public,none,No,5,Anytime,Fabulous,No,Yes,Moderate,No,Moderate,No,High,Yes,High,2,No,Moderate,6,Moderate,Yes,No,sometimes,High,Experimental,Suburban,High,Moderate,Moderate,Moderate,62,PASS
female,22,group C,'bachelor''s degree',married,never,free/reduced,4,Non-Public,completed,Moderate,5,Night,Fabulous,Moderate,No,High,High,No,No,High,Yes,Moderate,0,Yes,Moderate,4,Moderate,Yes,No,sometimes,High,Experimental,Suburban,Moderate,Law,Moderate,High,73,PASS
female,24,group D,high school,married,sometimes,standard,5,Non-Public,completed,Moderate,2,Morning,Fabulous,Moderate,No,No,No,No,No,High,Yes,Moderate,0,Yes,Moderate,7,Low,Yes,No,sometimes,High,Experimental,Suburban,Law,Moderate,Moderate,Law,71,PASS
female,22,group B,some college,married,sometimes,standard,2,Non-Public,completed,Moderate,3,Anytime,Bad,No,No,High,High,Moderate,Moderate,High,Yes,High,2,Yes,High,5,Low,No,Yes,regulary,High,Experimental,Suburban,Moderate,Law,Moderate,High,73,PASS
male,20,group D,some college,divorced,sometimes,standard,4,Non-Public,none,Moderate,5,Anytime,Fabulous,Moderate,No,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,High,1,Yes,No,5,Moderate,No,No,never,High,Experimental,Suburban,Moderate,Law,Moderate,High,41,FAIL
female,24,group A,'bachelor''s degree',divorced,sometimes,free/reduced,3,Non-Public,none,Moderate,3,Anytime,Bad,High,Yes,High,High,High,Moderate,High,No,High,8,No,High,7,Low,Yes,No,sometimes,Law,Experimental,Suburban,High,High,Law,Moderate,83,PASS
male,21,group B,some college,married,sometimes,standard,3,Non-Public,none,Moderate,3,Anytime,Bad,No,Yes,High,No,High,High,Moderate,Yes,High,3,No,High,4,High,Yes,No,sometimes,High,Experimental,Suburban,High,Law,Moderate,High,75,PASS
male,18,group D,'associate''s degree',married,sometimes,standard,4,Non-Public,none,Moderate,3,Morning,Good,No,No,Moderate,Moderate,High,Moderate,Moderate,Yes,High,8,No,High,7,Moderate,Yes,Yes,never,Law,Experimental,Suburban,Law,Law,High,Moderate,57,FAIL
male,18,group C,high school,married,sometimes,free/reduced,1,Non-Public,completed,Moderate,5,Morning,Fabulous,Moderate,Yes,No,Moderate,Moderate,Moderate,High,Yes,Moderate,6,No,High,6,Low,Yes,Yes,sometimes,High,Standard,Suburban,High,High,Law,High,71,PASS
female,23,group E,some college,married,regularly,free/reduced,3,Non-Public,completed,Moderate,3,Anytime,Fabulous,Moderate,Yes,No,Moderate,No,Moderate,High,No,High,8,Yes,High,7,High,No,No,never,Law,Standard,Suburban,Law,Law,Moderate,Law,76,PASS
male,23,group A,'associate''s degree',single,regularly,standard,4,Non-Public,none,Moderate,5,Anytime,Fabulous,No,Yes,High,No,No,No,Moderate,Yes,High,5,No,Moderate,6,Low,No,No,sometimes,Law,Standard,Suburban,High,Law,High,Moderate,73,PASS
male,22,group C,high school,single,sometimes,free/reduced,2,Non-Public,completed,High,4,Anytime,Fabulous,Moderate,No,Moderate,No,Moderate,Moderate,High,Yes,High,4,No,High,5,Moderate,No,No,never,High,Standard,Suburban,High,Moderate,High,Moderate,42,FAIL
male,22,group C,some college,divorced,sometimes,standard,4,Non-Public,completed,Moderate,3,Anytime,Fabulous,Moderate,Yes,Moderate,No,Moderate,High,High,Yes,No,8,No,No,4,Low,Yes,Yes,sometimes,High,Standard,Suburban,High,High,High,High,68,PASS
male,18,group B,some college,single,regularly,standard,4,Non-Public,none,Moderate,4,Morning,Fabulous,Moderate,Yes,No,High,Moderate,High,Moderate,Yes,High,0,Yes,Moderate,6,Low,No,No,never,High,Standard,Suburban,Law,Law,Law,High,75,PASS
female,18,group C,high school,married,sometimes,standard,4,Non-Public,completed,Moderate,2,Morning,Bad,No,No,No,No,Moderate,No,High,Yes,Moderate,4,Yes,No,5,Moderate,No,Yes,never,Law,Standard,Suburban,High,Moderate,Moderate,High,80,PASS
male,21,group D,'associate''s degree',married,regularly,standard,3,Non-Public,completed,Moderate,4,Anytime,Fabulous,High,No,High,Moderate,Moderate,Moderate,Moderate,Yes,High,6,No,No,7,Moderate,No,No,regulary,High,Standard,Suburban,High,High,Moderate,Moderate,88,PASS
female,23,group D,some high school,married,sometimes,standard,2,Non-Public,completed,Moderate,5,Anytime,Fabulous,Moderate,No,Moderate,Moderate,Moderate,No,Moderate,Yes,Moderate,2,No,Moderate,6,Moderate,Yes,Yes,sometimes,Law,Standard,Suburban,Moderate,High,High,Moderate,58,FAIL
female,20,group D,some high school,single,sometimes,standard,2,Non-Public,completed,Moderate,5,Morning,Fabulous,High,Yes,No,Moderate,No,No,Moderate,Yes,No,5,Yes,No,6,Low,Yes,No,sometimes,Law,Standard,Suburban,Moderate,Law,Moderate,Moderate,74,PASS
female,20,group D,high school,married,sometimes,free/reduced,2,Non-Public,none,Moderate,5,Morning,Fabulous,High,Yes,Moderate,Moderate,High,High,High,Yes,High,0,No,High,6,Moderate,No,Yes,never,Law,Standard,Suburban,High,Moderate,Moderate,Moderate,53,FAIL
male,20,group D,some college,single,never,standard,2,Non-Public,none,No,4,Night,Fabulous,Moderate,Yes,Moderate,No,No,No,High,Yes,Moderate,5,Yes,High,4,Moderate,No,Yes,sometimes,High,Standard,Suburban,Law,Moderate,Law,Moderate,69,PASS
male,18,group B,some college,married,regularly,standard,1,Non-Public,none,Moderate,2,Morning,Bad,Moderate,Yes,High,Moderate,Moderate,No,Moderate,Yes,High,6,Yes,Moderate,4,Moderate,Yes,No,never,High,Standard,Suburban,High,Law,Moderate,Law,77,PASS
male,22,group D,'associate''s degree',married,regularly,standard,4,Non-Public,completed,Moderate,3,Anytime,Fabulous,Moderate,No,No,Moderate,Moderate,Moderate,High,No,High,1,No,High,5,Low,No,Yes,never,Law,Standard,Suburban,Law,Moderate,Moderate,Law,80,PASS
male,23,group D,some college,married,sometimes,standard,4,Non-Public,none,High,4,Anytime,Bad,High,No,Moderate,No,Moderate,High,Moderate,Yes,High,4,No,High,5,Moderate,Yes,No,regulary,Law,Standard,Suburban,Moderate,Law,Moderate,High,73,PASS
male,24,group C,high school,divorced,regularly,standard,2,Non-Public,none,High,4,Night,Good,High,No,High,High,Moderate,Moderate,High,Yes,Moderate,3,Yes,High,7,Moderate,No,Yes,never,High,Standard,Suburban,Law,Law,Law,Law,37,FAIL
female,23,group A,'associate''s degree',married,regularly,standard,3,Non-Public,none,Moderate,2,Anytime,Bad,High,No,Moderate,No,High,High,High,Yes,Moderate,4,Yes,No,5,Low,Yes,No,never,High,Standard,Suburban,Law,Moderate,Moderate,Moderate,75,PASS
female,20,group D,'bachelor''s degree',single,sometimes,free/reduced,1,Non-Public,none,Moderate,2,Morning,Bad,High,Yes,Moderate,Moderate,Moderate,Moderate,High,Yes,Moderate,2,No,High,5,Low,Yes,No,never,High,Standard,Suburban,Law,Law,Moderate,Moderate,57,FAIL
male,18,group C,high school,married,sometimes,standard,3,Non-Public,none,No,5,Night,Bad,Moderate,No,High,Moderate,Moderate,No,High,Yes,Moderate,0,No,Moderate,5,Low,No,Yes,regulary,High,Standard,Suburban,Moderate,Law,High,Law,52,FAIL
male,22,group D,'master''s degree',single,never,standard,4,Non-Public,none,Moderate,4,Morning,Bad,No,No,High,Moderate,Moderate,Moderate,Moderate,Yes,High,7,Yes,High,6,Moderate,No,Yes,regulary,Law,Standard,Urban,Moderate,Law,High,Moderate,65,PASS
female,20,group E,some college,divorced,sometimes,standard,2,Non-Public,none,Moderate,3,Morning,Fabulous,No,Yes,No,No,Moderate,Moderate,Moderate,Yes,Moderate,5,No,No,6,Low,No,No,never,High,Standard,Urban,Law,Moderate,Moderate,Moderate,88,PASS
male,21,group B,'associate''s degree',married,never,free/reduced,2,Non-Public,completed,No,3,Morning,Fabulous,No,No,No,High,No,High,Moderate,Yes,Moderate,0,Yes,High,7,High,No,No,sometimes,Law,Standard,Urban,Moderate,Law,Law,High,49,FAIL
female,19,group D,some high school,married,sometimes,standard,3,Non-Public,none,No,2,Night,Good,No,No,Moderate,Moderate,High,No,High,No,Moderate,6,Yes,No,7,Moderate,Yes,Yes,regulary,Law,Standard,Urban,Law,Moderate,Moderate,Moderate,80,PASS
female,22,group B,high school,single,sometimes,standard,4,Non-Public,none,No,3,Night,Bad,Moderate,Yes,Moderate,High,Moderate,No,High,No,Moderate,2,Yes,No,5,Low,Yes,Yes,sometimes,Law,Standard,Urban,Moderate,High,Law,Law,71,PASS
female,23,group C,'bachelor''s degree',married,regularly,standard,4,Non-Public,none,Moderate,2,Anytime,Bad,Moderate,No,High,No,Moderate,No,Moderate,Yes,Moderate,8,No,No,5,Low,No,Yes,regulary,Law,Standard,Urban,Moderate,Moderate,Law,Moderate,85,PASS
female,24,group A,high school,married,regularly,standard,4,Non-Public,completed,Moderate,4,Morning,Fabulous,Moderate,No,Moderate,No,High,High,Moderate,Yes,High,4,Yes,No,6,Low,Yes,Yes,regulary,Law,Standard,Urban,Law,Moderate,Moderate,Moderate,78,PASS
female,21,group B,some college,divorced,regularly,standard,4,Non-Public,none,Moderate,4,Anytime,Bad,No,No,No,High,Moderate,High,High,Yes,Moderate,5,Yes,Moderate,5,High,No,Yes,never,Law,Standard,Urban,Moderate,Moderate,Moderate,High,68,PASS
female,21,group D,some college,married,sometimes,standard,1,Non-Public,completed,Moderate,5,Morning,Bad,Moderate,Yes,High,No,Moderate,Moderate,Moderate,Yes,High,8,No,No,5,Moderate,No,Yes,sometimes,High,Standard,Urban,Law,Moderate,Moderate,Law,89,PASS
male,19,group B,some college,single,never,standard,5,Non-Public,none,High,2,Anytime,Fabulous,No,No,No,No,No,Moderate,Moderate,Yes,High,3,Yes,No,4,Moderate,Yes,Yes,never,High,Standard,Urban,Law,Moderate,Law,Moderate,85,PASS
male,24,group C,'associate''s degree',married,sometimes,standard,4,Non-Public,completed,No,4,Morning,Bad,No,No,Moderate,Moderate,Moderate,Moderate,High,Yes,High,1,No,No,4,Low,No,No,never,Law,Standard,Urban,Law,High,Moderate,Law,67,PASS
male,23,group B,some high school,married,sometimes,standard,4,Non-Public,completed,No,4,Morning,Bad,No,No,No,Moderate,Moderate,No,High,No,Moderate,2,Yes,Moderate,7,High,No,Yes,never,High,Standard,Urban,Law,Moderate,Law,Law,49,FAIL
male,24,group A,some high school,divorced,sometimes,free/reduced,3,Non-Public,completed,Moderate,4,Morning,Fabulous,Moderate,No,No,No,Moderate,Moderate,High,Yes,Moderate,7,Yes,High,7,Moderate,No,No,regulary,High,Standard,Urban,Law,Law,High,Moderate,56,FAIL
male,18,group C,'associate''s degree',married,sometimes,free/reduced,4,Non-Public,none,Moderate,2,Anytime,Bad,High,Yes,Moderate,Moderate,No,No,High,Yes,Moderate,1,No,High,7,Low,Yes,No,never,High,Standard,Urban,High,Law,Moderate,High,47,FAIL
female,22,group E,high school,married,regularly,free/reduced,4,Non-Public,none,Moderate,2,Anytime,Bad,Moderate,No,Moderate,High,Moderate,No,Moderate,Yes,High,6,No,No,7,Low,Yes,No,regulary,Law,Standard,Urban,Law,High,High,Law,47,FAIL
male,19,group C,some college,divorced,regularly,free/reduced,4,Non-Public,none,No,4,Night,Fabulous,No,Yes,No,No,No,Moderate,High,No,Moderate,6,No,High,6,Moderate,Yes,Yes,regulary,Law,Standard,Urban,Law,Moderate,Law,High,60,PASS
female,22,group D,some college,divorced,regularly,standard,5,Non-Public,none,No,4,Anytime,Fabulous,Moderate,No,High,High,High,Moderate,Moderate,Yes,Moderate,2,Yes,Moderate,6,Low,Yes,Yes,never,High,Standard,Urban,Law,High,Moderate,Moderate,79,PASS
male,24,group C,some high school,single,sometimes,standard,4,Non-Public,completed,Moderate,3,Anytime,Fabulous,No,Yes,High,Moderate,Moderate,No,Moderate,Yes,High,1,Yes,Moderate,4,High,No,No,sometimes,High,Standard,Urban,Moderate,Moderate,Law,Moderate,68,PASS
female,19,group C,high school,single,sometimes,free/reduced,4,Non-Public,none,Moderate,2,Anytime,Fabulous,No,Yes,No,Moderate,No,No,High,Yes,High,0,No,No,4,Moderate,No,Yes,sometimes,High,Standard,Urban,High,Moderate,High,Law,71,PASS
male,21,group D,'associate''s degree',married,sometimes,standard,4,Non-Public,none,Moderate,4,Anytime,Fabulous,High,Yes,No,Moderate,Moderate,Moderate,High,Yes,High,5,Yes,Moderate,4,Low,Yes,No,regulary,High,Standard,Urban,Moderate,Moderate,High,High,78,PASS
male,22,group B,some college,single,sometimes,standard,5,Non-Public,none,Moderate,5,Anytime,Awful,Moderate,No,No,Moderate,Moderate,High,Moderate,Yes,High,2,No,Moderate,4,Moderate,Yes,Yes,never,High,Standard,Urban,Law,Law,High,High,54,FAIL
male,24,group C,'master''s degree',married,never,standard,2,Non-Public,none,Moderate,5,Morning,Bad,No,Yes,No,No,No,No,High,Yes,High,4,No,High,6,Low,Yes,Yes,regulary,Law,Standard,Urban,Moderate,Moderate,Law,Moderate,66,PASS
male,18,group D,'bachelor''s degree',married,never,free/reduced,4,Non-Public,completed,Moderate,3,Morning,Bad,No,Yes,High,Moderate,No,No,High,Yes,High,5,Yes,No,4,Low,Yes,No,regulary,Law,Standard,Urban,High,Law,High,High,90,PASS
male,18,group A,some college,married,sometimes,standard,3,Non-Public,none,Moderate,5,Night,Fabulous,Moderate,Yes,Moderate,No,No,Moderate,Moderate,Yes,High,6,Yes,No,4,High,Yes,Yes,regulary,High,Standard,Urban,High,Law,Law,High,71,PASS
male,20,group B,high school,married,regularly,free/reduced,1,Non-Public,completed,Moderate,3,Morning,Bad,Moderate,Yes,Moderate,High,Moderate,Moderate,Moderate,Yes,High,0,No,High,7,Moderate,No,No,sometimes,Law,Standard,Urban,Moderate,Law,Law,Moderate,52,FAIL
female,22,group D,'master''s degree',single,sometimes,standard,4,Non-Public,none,Moderate,4,Night,Bad,High,Yes,Moderate,Moderate,Moderate,High,High,No,Moderate,6,Yes,High,6,Low,Yes,No,never,Law,Standard,Urban,Law,Moderate,Law,High,95,PASS
female,18,group C,some high school,married,sometimes,standard,5,Non-Public,none,Moderate,4,Anytime,Bad,Moderate,No,Moderate,No,No,No,High,No,Moderate,5,No,Moderate,4,Moderate,No,No,regulary,High,Standard,Urban,High,Moderate,Law,High,60,PASS
male,20,group E,some college,married,sometimes,standard,2,Non-Public,none,No,5,Night,Bad,Moderate,Yes,Moderate,Moderate,No,High,High,Yes,Moderate,6,No,Moderate,7,Low,No,No,regulary,Law,Standard,Urban,High,Moderate,Moderate,High,75,PASS
female,22,group D,'associate''s degree',single,sometimes,standard,4,Non-Public,none,No,2,Anytime,Good,No,No,No,Moderate,No,Moderate,No,No,No,6,No,High,5,Low,No,No,regulary,Law,Standard,Urban,Moderate,Law,Law,Law,81,PASS
female,19,group B,some high school,married,regularly,standard,3,Non-Public,none,Moderate,2,Morning,Bad,Moderate,No,No,High,No,No,No,Yes,High,2,Yes,High,6,Low,No,No,sometimes,Law,Standard,Urban,High,Law,High,Law,70,PASS
